Date,Ticker,daily_range,daily_range_avg,daily_range_hi,daily_range_lo
2025-12-04,NWSA,0.4,0.4,0.6,0.3
2025-12-05,NWSA,0.7,0.4,0.6,0.3
2025-12-01,NXPI,8.9,9.6,15.9,3.3
2025-12-02,NXPI,18.0,9.6,15.9,3.3
2025-12-03,NXPI,13.6,9.6,15.9,3.3
2025-12-04,NXPI,4.2,9.6,15.9,3.3
2025-12-05,NXPI,3.2,9.6,15.9,3.3
2025-12-01,O,0.6,0.7,0.8,0.6
2025-12-02,O,0.7,0.7,0.8,0.6
2025-12-03,O,0.7,0.7,0.8,0.6
2025-12-04,O,0.8,0.7,0.8,0.6
2025-12-05,O,0.8,0.7,0.8,0.6
2025-12-01,ODFL,7.3,5.6,8.3,2.9
2025-12-02,ODFL,4.5,5.6,8.3,2.9
2025-12-03,ODFL,9.6,5.6,8.3,2.9
2025-12-04,ODFL,3.1,5.6,8.3,2.9
2025-12-05,ODFL,3.7,5.6,8.3,2.9
2025-12-01,OEF,2.1,2.5,2.9,2.1
2025-12-02,OEF,2.8,2.5,2.9,2.1
2025-12-03,OEF,2.8,2.5,2.9,2.1
2025-12-04,OEF,2.9,2.5,2.9,2.1
2025-12-05,OEF,2.1,2.5,2.9,2.1
2025-12-01,OKE,1.6,1.3,1.7,0.9
2025-12-02,OKE,0.8,1.3,1.7,0.9
2025-12-03,OKE,1.8,1.3,1.7,0.9
2025-12-04,OKE,1.2,1.3,1.7,0.9
2025-12-05,OKE,0.9,1.3,1.7,0.9
2025-12-01,OMC,1.8,2.4,3.6,1.3
2025-12-02,OMC,1.7,2.4,3.6,1.3
2025-12-03,OMC,2.8,2.4,3.6,1.3
2025-12-04,OMC,1.6,2.4,3.6,1.3
2025-12-05,OMC,4.4,2.4,3.6,1.3
2025-12-01,ON,2.1,3.0,4.8,1.2
2025-12-02,ON,2.8,3.0,4.8,1.2
2025-12-03,ON,6.0,3.0,4.8,1.2
2025-12-04,ON,2.7,3.0,4.8,1.2
2025-12-05,ON,1.5,3.0,4.8,1.2
2025-12-01,ORCL,6.8,8.0,9.6,6.4
2025-12-02,ORCL,9.7,8.0,9.6,6.4
2025-12-03,ORCL,8.5,8.0,9.6,6.4
2025-12-04,ORCL,9.1,8.0,9.6,6.4
2025-12-05,ORCL,5.9,8.0,9.6,6.4
2025-12-01,ORLY,1.6,2.1,2.8,1.3
2025-12-02,ORLY,2.6,2.1,2.8,1.3
2025-12-03,ORLY,3.0,2.1,2.8,1.3
2025-12-04,ORLY,1.2,2.1,2.8,1.3
2025-12-05,ORLY,1.9,2.1,2.8,1.3
2025-12-01,OTIS,1.0,1.1,1.5,0.8
2025-12-02,OTIS,1.6,1.1,1.5,0.8
2025-12-03,OTIS,1.3,1.1,1.5,0.8
2025-12-04,OTIS,0.6,1.1,1.5,0.8
2025-12-05,OTIS,1.2,1.1,1.5,0.8
2025-12-01,OXY,1.0,0.7,0.9,0.5
2025-12-02,OXY,0.8,0.7,0.9,0.5
2025-12-03,OXY,0.6,0.7,0.9,0.5
2025-12-04,OXY,0.4,0.7,0.9,0.5
2025-12-05,OXY,0.8,0.7,0.9,0.5
2025-12-01,PAM,1.8,3.3,4.5,2.2
2025-12-02,PAM,2.5,3.3,4.5,2.2
2025-12-03,PAM,3.7,3.3,4.5,2.2
2025-12-04,PAM,3.8,3.3,4.5,2.2
2025-12-05,PAM,4.8,3.3,4.5,2.2
2025-12-01,PANW,4.3,4.7,6.2,3.3
2025-12-02,PANW,3.9,4.7,6.2,3.3
2025-12-03,PANW,7.2,4.7,6.2,3.3
2025-12-04,PANW,3.6,4.7,6.2,3.3
2025-12-05,PANW,4.7,4.7,6.2,3.3
2025-12-01,PAYC,4.3,3.8,4.5,3.0
2025-12-02,PAYC,3.5,3.8,4.5,3.0
2025-12-03,PAYC,3.3,3.8,4.5,3.0
2025-12-04,PAYC,3.0,3.8,4.5,3.0
2025-12-05,PAYC,4.7,3.8,4.5,3.0
2025-12-01,PAYX,1.5,2.2,2.9,1.4
2025-12-02,PAYX,1.4,2.2,2.9,1.4
2025-12-03,PAYX,3.0,2.2,2.9,1.4
2025-12-04,PAYX,2.9,2.2,2.9,1.4
2025-12-05,PAYX,2.0,2.2,2.9,1.4
2025-12-01,PBR,0.3,0.4,0.7,0.1
2025-12-02,PBR,0.3,0.4,0.7,0.1
2025-12-03,PBR,0.2,0.4,0.7,0.1
2025-12-04,PBR,0.2,0.4,0.7,0.1
2025-12-05,PBR,0.9,0.4,0.7,0.1
2025-12-01,PCAR,2.1,2.7,3.7,1.7
2025-12-02,PCAR,2.5,2.7,3.7,1.7
2025-12-03,PCAR,4.5,2.7,3.7,1.7
2025-12-04,PCAR,1.9,2.7,3.7,1.7
2025-12-05,PCAR,2.6,2.7,3.7,1.7
2025-12-01,PCG,0.3,0.4,0.6,0.2
2025-12-02,PCG,0.7,0.4,0.6,0.2
2025-12-03,PCG,0.4,0.4,0.6,0.2
2025-12-04,PCG,0.3,0.4,0.6,0.2
2025-12-05,PCG,0.2,0.4,0.6,0.2
2025-12-01,PEG,1.8,1.4,1.7,1.0
2025-12-02,PEG,1.7,1.4,1.7,1.0
2025-12-03,PEG,1.2,1.4,1.7,1.0
2025-12-04,PEG,1.0,1.4,1.7,1.0
2025-12-05,PEG,1.2,1.4,1.7,1.0
2025-12-01,PEP,1.3,2.1,2.9,1.3
2025-12-02,PEP,3.0,2.1,2.9,1.3
2025-12-03,PEP,2.8,2.1,2.9,1.3
2025-12-04,PEP,2.1,2.1,2.9,1.3
2025-12-05,PEP,1.3,2.1,2.9,1.3
2025-12-01,PFE,0.7,0.5,0.7,0.3
2025-12-02,PFE,0.3,0.5,0.7,0.3
2025-12-03,PFE,0.6,0.5,0.7,0.3
2025-12-04,PFE,0.4,0.5,0.7,0.3
2025-12-05,PFE,0.5,0.5,0.7,0.3
2025-12-01,PFF,0.1,0.1,0.2,0.1
2025-12-02,PFF,0.2,0.1,0.2,0.1
2025-12-03,PFF,0.1,0.1,0.2,0.1
2025-12-04,PFF,0.1,0.1,0.2,0.1
2025-12-05,PFF,0.1,0.1,0.2,0.1
2025-12-01,PFG,1.1,1.5,2.2,0.9
2025-12-02,PFG,1.2,1.5,2.2,0.9
2025-12-03,PFG,2.5,1.5,2.2,0.9
2025-12-04,PFG,1.0,1.5,2.2,0.9
2025-12-05,PFG,2.0,1.5,2.2,0.9
2025-12-01,PG,1.5,2.6,3.4,1.8
2025-12-02,PG,3.7,2.6,3.4,1.8
2025-12-03,PG,2.4,2.6,3.4,1.8
2025-12-04,PG,2.9,2.6,3.4,1.8
2025-12-05,PG,2.4,2.6,3.4,1.8
2025-12-01,PGR,4.3,3.6,4.6,2.6
2025-12-02,PGR,4.3,3.6,4.6,2.6
2025-12-03,PGR,3.5,3.6,4.6,2.6
2025-12-04,PGR,2.0,3.6,4.6,2.6
2025-12-05,PGR,4.1,3.6,4.6,2.6
2025-12-01,PH,12.6,12.2,14.8,9.5
2025-12-02,PH,9.4,12.2,14.8,9.5
2025-12-03,PH,11.6,12.2,14.8,9.5
2025-12-04,PH,16.5,12.2,14.8,9.5
2025-12-05,PH,10.7,12.2,14.8,9.5
2025-12-01,PHM,2.1,2.9,3.8,2.1
2025-12-02,PHM,2.3,2.9,3.8,2.1
2025-12-03,PHM,3.6,2.9,3.8,2.1
2025-12-04,PHM,4.0,2.9,3.8,2.1
2025-12-05,PHM,2.6,2.9,3.8,2.1
2025-12-01,PKG,2.6,5.5,9.1,1.9
2025-12-02,PKG,11.6,5.5,9.1,1.9
2025-12-03,PKG,5.8,5.5,9.1,1.9
2025-12-04,PKG,3.2,5.5,9.1,1.9
2025-12-05,PKG,4.5,5.5,9.1,1.9
2025-12-01,PLD,2.6,1.8,2.5,1.2
2025-12-02,PLD,1.7,1.8,2.5,1.2
2025-12-03,PLD,1.5,1.8,2.5,1.2
2025-12-04,PLD,2.4,1.8,2.5,1.2
2025-12-05,PLD,1.1,1.8,2.5,1.2
2025-12-01,PLTR,6.0,6.0,7.9,4.1
2025-12-02,PLTR,6.2,6.0,7.9,4.1
2025-12-03,PLTR,9.1,6.0,7.9,4.1
2025-12-04,PLTR,4.0,6.0,7.9,4.1
2025-12-05,PLTR,5.0,6.0,7.9,4.1
2025-12-01,PM,2.5,3.3,4.7,1.8
2025-12-02,PM,3.0,3.3,4.7,1.8
2025-12-03,PM,4.0,3.3,4.7,1.8
2025-12-04,PM,5.4,3.3,4.7,1.8
2025-12-05,PM,1.6,3.3,4.7,1.8
2025-12-01,PNC,3.8,3.3,5.1,1.5
2025-12-02,PNC,2.1,3.3,5.1,1.5
2025-12-03,PNC,6.2,3.3,5.1,1.5
2025-12-04,PNC,1.8,3.3,5.1,1.5
2025-12-05,PNC,2.6,3.3,5.1,1.5
2025-12-01,PNR,2.4,1.8,2.2,1.5
2025-12-02,PNR,1.8,1.8,2.2,1.5
2025-12-03,PNR,1.6,1.8,2.2,1.5
2025-12-04,PNR,1.8,1.8,2.2,1.5
2025-12-05,PNR,1.6,1.8,2.2,1.5
2025-12-01,PNW,1.3,1.1,1.3,0.9
2025-12-02,PNW,1.2,1.1,1.3,0.9
2025-12-03,PNW,1.2,1.1,1.3,0.9
2025-12-04,PNW,1.0,1.1,1.3,0.9
2025-12-05,PNW,0.9,1.1,1.3,0.9
2025-12-01,PODD,14.8,10.9,14.4,7.5
2025-12-02,PODD,7.3,10.9,14.4,7.5
2025-12-03,PODD,7.2,10.9,14.4,7.5
2025-12-04,PODD,12.3,10.9,14.4,7.5
2025-12-05,PODD,13.0,10.9,14.4,7.5
2025-12-01,POOL,8.1,6.5,7.7,5.4
2025-12-02,POOL,6.1,6.5,7.7,5.4
2025-12-03,POOL,6.3,6.5,7.7,5.4
2025-12-04,POOL,7.2,6.5,7.7,5.4
2025-12-05,POOL,5.0,6.5,7.7,5.4
2025-12-01,POWA,0.7,0.3,0.6,0.1
2025-12-02,POWA,0.3,0.3,0.6,0.1
2025-12-03,POWA,0.1,0.3,0.6,0.1
2025-12-04,POWA,0.3,0.3,0.6,0.1
2025-12-05,POWA,0.3,0.3,0.6,0.1
2025-12-01,PPG,3.2,1.9,2.6,1.1
2025-12-02,PPG,1.6,1.9,2.6,1.1
2025-12-03,PPG,1.7,1.9,2.6,1.1
2025-12-04,PPG,1.7,1.9,2.6,1.1
2025-12-05,PPG,1.3,1.9,2.6,1.1
2025-12-01,PPL,1.0,0.8,1.0,0.6
2025-12-02,PPL,0.8,0.8,1.0,0.6
2025-12-03,PPL,0.8,0.8,1.0,0.6
2025-12-04,PPL,0.9,0.8,1.0,0.6
2025-12-05,PPL,0.5,0.8,1.0,0.6
2025-12-01,PPLT,4.0,3.0,3.9,2.0
2025-12-02,PPLT,3.2,3.0,3.9,2.0
2025-12-03,PPLT,3.6,3.0,3.9,2.0
2025-12-04,PPLT,2.5,3.0,3.9,2.0
2025-12-05,PPLT,1.6,3.0,3.9,2.0
2025-12-01,PRU,1.3,1.7,2.2,1.2
2025-12-02,PRU,1.4,1.7,2.2,1.2
2025-12-03,PRU,2.7,1.7,2.2,1.2
2025-12-04,PRU,1.5,1.7,2.2,1.2
2025-12-05,PRU,1.7,1.7,2.2,1.2
2025-12-01,PSA,4.2,4.3,5.3,3.4
2025-12-02,PSA,3.7,4.3,5.3,3.4
2025-12-03,PSA,5.4,4.3,5.3,3.4
2025-12-04,PSA,3.1,4.3,5.3,3.4
2025-12-05,PSA,5.2,4.3,5.3,3.4
2025-12-01,PSKY,0.4,0.8,1.2,0.4
2025-12-02,PSKY,0.6,0.8,1.2,0.4
2025-12-03,PSKY,1.2,0.8,1.2,0.4
2025-12-04,PSKY,0.7,0.8,1.2,0.4
2025-12-05,PSKY,1.2,0.8,1.2,0.4
2025-12-01,PSX,3.9,3.5,3.7,3.2
2025-12-02,PSX,3.5,3.5,3.7,3.2
2025-12-03,PSX,3.2,3.5,3.7,3.2
2025-12-04,PSX,3.4,3.5,3.7,3.2
2025-12-05,PSX,3.3,3.5,3.7,3.2
2025-12-01,PTC,4.2,3.5,4.7,2.4
2025-12-02,PTC,3.1,3.5,4.7,2.4
2025-12-03,PTC,2.6,3.5,4.7,2.4
2025-12-04,PTC,2.5,3.5,4.7,2.4
2025-12-05,PTC,5.2,3.5,4.7,2.4
2025-12-01,PWR,10.5,13.0,17.0,9.0
2025-12-02,PWR,11.1,13.0,17.0,9.0
2025-12-03,PWR,17.5,13.0,17.0,9.0
2025-12-04,PWR,17.1,13.0,17.0,9.0
2025-12-05,PWR,8.9,13.0,17.0,9.0
2025-12-01,PYPL,1.4,2.0,2.8,1.1
2025-12-02,PYPL,1.7,2.0,2.8,1.1
2025-12-03,PYPL,3.5,2.0,2.8,1.1
2025-12-04,PYPL,1.7,2.0,2.8,1.1
2025-12-05,PYPL,1.5,2.0,2.8,1.1
2025-12-01,QAT,0.1,0.1,0.1,0.0
2025-12-02,QAT,0.1,0.1,0.1,0.0
2025-12-03,QAT,0.1,0.1,0.1,0.0
2025-12-04,QAT,0.1,0.1,0.1,0.0
2025-12-05,QAT,0.1,0.1,0.1,0.0
2025-12-01,QCOM,3.5,3.3,4.4,2.1
2025-12-02,QCOM,3.5,3.3,4.4,2.1
2025-12-03,QCOM,4.7,3.3,4.4,2.1
2025-12-04,QCOM,1.7,3.3,4.4,2.1
2025-12-05,QCOM,2.8,3.3,4.4,2.1
2025-12-01,QQQ,6.9,6.0,6.7,5.3
2025-12-02,QQQ,6.2,6.0,6.7,5.3
2025-12-03,QQQ,6.2,6.0,6.7,5.3
2025-12-04,QQQ,5.4,6.0,6.7,5.3
2025-12-05,QQQ,5.2,6.0,6.7,5.3
2025-12-01,QUAL,1.9,1.4,1.7,1.0
2025-12-02,QUAL,1.2,1.4,1.7,1.0
2025-12-03,QUAL,1.5,1.4,1.7,1.0
2025-12-04,QUAL,1.1,1.4,1.7,1.0
2025-12-05,QUAL,1.1,1.4,1.7,1.0
2025-12-01,RCL,8.6,6.9,9.0,4.7
2025-12-02,RCL,9.3,6.9,9.0,4.7
2025-12-03,RCL,6.6,6.9,9.0,4.7
2025-12-04,RCL,5.5,6.9,9.0,4.7
2025-12-05,RCL,4.3,6.9,9.0,4.7
2025-12-01,REG,0.6,0.9,1.3,0.5
2025-12-02,REG,1.6,0.9,1.3,0.5
2025-12-03,REG,0.9,0.9,1.3,0.5
2025-12-04,REG,0.8,0.9,1.3,0.5
2025-12-05,REG,0.7,0.9,1.3,0.5
2025-12-01,REGN,31.8,20.9,28.1,13.7
2025-12-02,REGN,16.0,20.9,28.1,13.7
2025-12-03,REGN,24.2,20.9,28.1,13.7
2025-12-04,REGN,13.8,20.9,28.1,13.7
2025-12-05,REGN,18.9,20.9,28.1,13.7
2025-12-01,RF,0.8,0.6,0.8,0.3
2025-12-02,RF,0.3,0.6,0.8,0.3
2025-12-03,RF,0.8,0.6,0.8,0.3
2025-12-04,RF,0.5,0.6,0.8,0.3
2025-12-05,RF,0.4,0.6,0.8,0.3
2025-12-01,RIG,0.2,0.1,0.2,0.1
2025-12-02,RIG,0.2,0.1,0.2,0.1
2025-12-03,RIG,0.2,0.1,0.2,0.1
2025-12-04,RIG,0.1,0.1,0.2,0.1
2025-12-05,RIG,0.1,0.1,0.2,0.1
2025-12-01,RJF,2.2,2.5,3.2,1.8
2025-12-02,RJF,1.6,2.5,3.2,1.8
2025-12-03,RJF,3.3,2.5,3.2,1.8
2025-12-04,RJF,3.2,2.5,3.2,1.8
2025-12-05,RJF,2.2,2.5,3.2,1.8
2025-12-01,RL,9.0,10.0,12.5,7.5
2025-12-02,RL,11.9,10.0,12.5,7.5
2025-12-03,RL,6.5,10.0,12.5,7.5
2025-12-04,RL,9.7,10.0,12.5,7.5
2025-12-05,RL,12.7,10.0,12.5,7.5
2025-12-01,RMD,16.3,6.1,11.8,0.3
2025-12-02,RMD,4.1,6.1,11.8,0.3
2025-12-03,RMD,4.0,6.1,11.8,0.3
2025-12-04,RMD,2.4,6.1,11.8,0.3
2025-12-05,RMD,3.6,6.1,11.8,0.3
2025-12-01,ROK,8.3,7.7,10.6,4.7
2025-12-02,ROK,6.4,7.7,10.6,4.7
2025-12-03,ROK,12.3,7.7,10.6,4.7
2025-12-04,ROK,6.8,7.7,10.6,4.7
2025-12-05,ROK,4.5,7.7,10.6,4.7
2025-12-01,ROKU,2.7,4.9,7.2,2.6
2025-12-02,ROKU,3.4,4.9,7.2,2.6
2025-12-03,ROKU,5.8,4.9,7.2,2.6
2025-12-04,ROKU,4.3,4.9,7.2,2.6
2025-12-05,ROKU,8.4,4.9,7.2,2.6
2025-12-01,ROL,0.6,0.8,1.0,0.7
2025-12-02,ROL,1.0,0.8,1.0,0.7
2025-12-03,ROL,0.8,0.8,1.0,0.7
2025-12-04,ROL,0.9,0.8,1.0,0.7
2025-12-05,ROL,0.8,0.8,1.0,0.7
2025-12-01,ROP,4.5,5.5,6.1,4.8
2025-12-02,ROP,5.2,5.5,6.1,4.8
2025-12-03,ROP,6.3,5.5,6.1,4.8
2025-12-04,ROP,5.5,5.5,6.1,4.8
2025-12-05,ROP,5.7,5.5,6.1,4.8
2025-12-01,ROST,3.9,2.6,3.5,1.6
2025-12-02,ROST,2.5,2.6,3.5,1.6
2025-12-03,ROST,1.5,2.6,3.5,1.6
2025-12-04,ROST,3.0,2.6,3.5,1.6
2025-12-05,ROST,1.9,2.6,3.5,1.6
2025-12-01,RSG,3.5,3.9,5.5,2.2
2025-12-02,RSG,2.2,3.9,5.5,2.2
2025-12-03,RSG,3.4,3.9,5.5,2.2
2025-12-04,RSG,6.7,3.9,5.5,2.2
2025-12-05,RSG,3.4,3.9,5.5,2.2
2025-12-01,RSP,1.5,1.3,1.5,1.1
2025-12-02,RSP,1.2,1.3,1.5,1.1
2025-12-03,RSP,1.4,1.3,1.5,1.1
2025-12-04,RSP,1.1,1.3,1.5,1.1
2025-12-05,RSP,1.2,1.3,1.5,1.1
2025-12-01,RTX,6.1,3.3,5.0,1.5
2025-12-02,RTX,1.3,3.3,5.0,1.5
2025-12-03,RTX,2.5,3.3,5.0,1.5
2025-12-04,RTX,3.4,3.3,5.0,1.5
2025-12-05,RTX,3.1,3.3,5.0,1.5
2025-12-01,RUT,20.6,29.1,40.2,18.1
2025-12-02,RUT,22.7,29.1,40.2,18.1
2025-12-03,RUT,43.8,29.1,40.2,18.1
2025-12-04,RUT,38.2,29.1,40.2,18.1
2025-12-05,RUT,20.5,29.1,40.2,18.1
2025-12-01,RVTY,2.2,2.7,3.7,1.8
2025-12-02,RVTY,2.9,2.7,3.7,1.8
2025-12-03,RVTY,1.6,2.7,3.7,1.8
2025-12-04,RVTY,4.2,2.7,3.7,1.8
2025-12-05,RVTY,2.8,2.7,3.7,1.8
2025-12-01,SBAC,5.1,3.4,4.7,2.0
2025-12-02,SBAC,2.8,3.4,4.7,2.0
2025-12-03,SBAC,2.8,3.4,4.7,2.0
2025-12-04,SBAC,4.2,3.4,4.7,2.0
2025-12-05,SBAC,1.8,3.4,4.7,2.0
2025-12-01,SBLK,0.3,0.4,0.5,0.3
2025-12-02,SBLK,0.5,0.4,0.5,0.3
2025-12-03,SBLK,0.6,0.4,0.5,0.3
2025-12-04,SBLK,0.3,0.4,0.5,0.3
2025-12-05,SBLK,0.3,0.4,0.5,0.3
2025-12-01,SBUX,1.7,2.2,2.8,1.5
2025-12-02,SBUX,1.8,2.2,2.8,1.5
2025-12-03,SBUX,2.5,2.2,2.8,1.5
2025-12-04,SBUX,3.1,2.2,2.8,1.5
2025-12-05,SBUX,1.7,2.2,2.8,1.5
2025-12-01,SCHP,0.1,0.0,0.1,0.0
2025-12-02,SCHP,0.0,0.0,0.1,0.0
2025-12-03,SCHP,0.0,0.0,0.1,0.0
2025-12-04,SCHP,0.0,0.0,0.1,0.0
2025-12-05,SCHP,0.1,0.0,0.1,0.0
2025-12-01,SCHW,1.4,1.6,2.1,1.1
2025-12-02,SCHW,1.1,1.6,2.1,1.1
2025-12-03,SCHW,2.4,1.6,2.1,1.1
2025-12-04,SCHW,1.5,1.6,2.1,1.1
2025-12-05,SCHW,1.8,1.6,2.1,1.1
2025-12-01,SD,0.6,0.5,0.7,0.3
2025-12-02,SD,0.4,0.5,0.7,0.3
2025-12-03,SD,0.7,0.5,0.7,0.3
2025-12-04,SD,0.3,0.5,0.7,0.3
2025-12-05,SD,0.5,0.5,0.7,0.3
2025-12-01,SDY,1.1,0.9,1.1,0.8
2025-12-02,SDY,1.2,0.9,1.1,0.8
2025-12-03,SDY,0.9,0.9,1.1,0.8
2025-12-04,SDY,0.8,0.9,1.1,0.8
2025-12-05,SDY,0.7,0.9,1.1,0.8
2025-12-01,SHW,5.7,5.5,6.9,4.0
2025-12-02,SHW,7.5,5.5,6.9,4.0
2025-12-03,SHW,4.8,5.5,6.9,4.0
2025-12-04,SHW,5.8,5.5,6.9,4.0
2025-12-05,SHW,3.6,5.5,6.9,4.0
2025-12-01,SHY,0.0,0.0,0.0,0.0
2025-12-02,SHY,0.0,0.0,0.0,0.0
2025-12-03,SHY,0.0,0.0,0.0,0.0
2025-12-04,SHY,0.0,0.0,0.0,0.0
2025-12-05,SHY,0.1,0.0,0.0,0.0
2025-12-01,SILJ,0.8,0.9,1.1,0.6
2025-12-02,SILJ,1.2,0.9,1.1,0.6
2025-12-03,SILJ,0.8,0.9,1.1,0.6
2025-12-04,SILJ,0.5,0.9,1.1,0.6
2025-12-05,SILJ,1.0,0.9,1.1,0.6
2025-12-01,SJM,2.2,1.9,2.3,1.4
2025-12-02,SJM,2.4,1.9,2.3,1.4
2025-12-03,SJM,1.5,1.9,2.3,1.4
2025-12-04,SJM,1.8,1.9,2.3,1.4
2025-12-05,SJM,1.4,1.9,2.3,1.4
2025-12-01,SLB,0.8,1.0,1.2,0.7
2025-12-02,SLB,1.0,1.0,1.2,0.7
2025-12-03,SLB,1.4,1.0,1.2,0.7
2025-12-04,SLB,0.9,1.0,1.2,0.7
2025-12-05,SLB,0.8,1.0,1.2,0.7
2025-12-01,SLV,1.8,1.3,1.6,1.0
2025-12-02,SLV,1.4,1.3,1.6,1.0
2025-12-03,SLV,1.0,1.3,1.6,1.0
2025-12-04,SLV,1.2,1.3,1.6,1.0
2025-12-05,SLV,1.3,1.3,1.6,1.0
2025-12-01,SMCI,1.4,1.3,1.5,1.2
2025-12-02,SMCI,1.4,1.3,1.5,1.2
2025-12-03,SMCI,1.0,1.3,1.5,1.2
2025-12-04,SMCI,1.3,1.3,1.5,1.2
2025-12-05,SMCI,1.3,1.3,1.5,1.2
2025-12-01,SMH,7.0,6.3,7.8,4.9
2025-12-02,SMH,6.6,6.3,7.8,4.9
2025-12-03,SMH,8.3,6.3,7.8,4.9
2025-12-04,SMH,4.8,6.3,7.8,4.9
2025-12-05,SMH,5.0,6.3,7.8,4.9
2025-12-01,SNA,5.8,6.1,7.4,4.8
2025-12-02,SNA,5.9,6.1,7.4,4.8
2025-12-03,SNA,5.2,6.1,7.4,4.8
2025-12-04,SNA,8.4,6.1,7.4,4.8
2025-12-05,SNA,5.2,6.1,7.4,4.8
2025-12-01,SNDK,10.1,17.9,24.9,10.8
2025-12-02,SNDK,24.2,17.9,24.9,10.8
2025-12-03,SNDK,11.5,17.9,24.9,10.8
2025-12-04,SNDK,25.3,17.9,24.9,10.8
2025-12-05,SNDK,18.2,17.9,24.9,10.8
2025-12-01,SNPS,17.8,13.7,21.7,5.6
2025-12-02,SNPS,13.4,13.7,21.7,5.6
2025-12-03,SNPS,24.9,13.7,21.7,5.6
2025-12-04,SNPS,5.5,13.7,21.7,5.6
2025-12-05,SNPS,6.8,13.7,21.7,5.6
2025-12-01,SO,1.8,1.9,2.8,1.1
2025-12-02,SO,1.0,1.9,2.8,1.1
2025-12-03,SO,3.3,1.9,2.8,1.1
2025-12-04,SO,1.7,1.9,2.8,1.1
2025-12-05,SO,1.9,1.9,2.8,1.1
2025-12-01,SOLV,1.8,1.7,2.3,1.0
2025-12-02,SOLV,2.6,1.7,2.3,1.0
2025-12-03,SOLV,1.6,1.7,2.3,1.0
2025-12-04,SOLV,1.0,1.7,2.3,1.0
2025-12-05,SOLV,1.3,1.7,2.3,1.0
2025-12-01,SOYB,0.1,0.2,0.3,0.1
2025-12-02,SOYB,0.2,0.2,0.3,0.1
2025-12-03,SOYB,0.2,0.2,0.3,0.1
2025-12-04,SOYB,0.1,0.2,0.3,0.1
2025-12-05,SOYB,0.3,0.2,0.3,0.1
2025-12-01,SPG,1.6,2.2,3.5,0.8
2025-12-02,SPG,4.5,2.2,3.5,0.8
2025-12-03,SPG,1.4,2.2,3.5,0.8
2025-12-04,SPG,1.8,2.2,3.5,0.8
2025-12-05,SPG,1.6,2.2,3.5,0.8
2025-12-01,SPGI,5.7,7.2,8.9,5.5
2025-12-02,SPGI,5.7,7.2,8.9,5.5
2025-12-03,SPGI,10.0,7.2,8.9,5.5
2025-12-04,SPGI,7.5,7.2,8.9,5.5
2025-12-05,SPGI,7.2,7.2,8.9,5.5
2025-12-01,SPHB,1.8,1.6,2.1,1.1
2025-12-02,SPHB,1.4,1.6,2.1,1.1
2025-12-03,SPHB,2.3,1.6,2.1,1.1
2025-12-04,SPHB,1.2,1.6,2.1,1.1
2025-12-05,SPHB,1.2,1.6,2.1,1.1
2025-12-01,SPLV,0.8,0.6,0.8,0.4
2025-12-02,SPLV,0.8,0.6,0.8,0.4
2025-12-03,SPLV,0.6,0.6,0.8,0.4
2025-12-04,SPLV,0.6,0.6,0.8,0.4
2025-12-05,SPLV,0.3,0.6,0.8,0.4
2025-12-01,SPX,43.7,43.5,49.1,37.8
2025-12-02,SPX,44.8,43.5,49.1,37.8
2025-12-03,SPX,52.0,43.5,49.1,37.8
2025-12-04,SPX,39.4,43.5,49.1,37.8
2025-12-05,SPX,37.5,43.5,49.1,37.8
2025-12-01,SPY,4.3,4.4,4.9,3.8
2025-12-02,SPY,4.5,4.4,4.9,3.8
2025-12-03,SPY,5.2,4.4,4.9,3.8
2025-12-04,SPY,4.0,4.4,4.9,3.8
2025-12-05,SPY,3.8,4.4,4.9,3.8
2025-12-01,SRE,2.9,1.6,2.4,0.9
2025-12-02,SRE,1.5,1.6,2.4,0.9
2025-12-03,SRE,0.8,1.6,2.4,0.9
2025-12-04,SRE,1.6,1.6,2.4,0.9
2025-12-05,SRE,1.4,1.6,2.4,0.9
2025-12-01,STE,5.1,4.3,5.5,3.2
2025-12-02,STE,5.5,4.3,5.5,3.2
2025-12-03,STE,4.6,4.3,5.5,3.2
2025-12-04,STE,2.6,4.3,5.5,3.2
2025-12-05,STE,3.9,4.3,5.5,3.2
2025-12-01,STIP,0.1,0.1,0.1,0.0
2025-12-02,STIP,0.1,0.1,0.1,0.0
2025-12-03,STIP,0.1,0.1,0.1,0.0
2025-12-04,STIP,0.1,0.1,0.1,0.0
2025-12-05,STIP,0.1,0.1,0.1,0.0
2025-12-01,STLA,0.3,0.3,0.4,0.2
2025-12-02,STLA,0.4,0.3,0.4,0.2
2025-12-03,STLA,0.3,0.3,0.4,0.2
2025-12-04,STLA,0.2,0.3,0.4,0.2
2025-12-05,STLA,0.2,0.3,0.4,0.2
2025-12-01,STLD,3.4,4.1,5.2,3.0
2025-12-02,STLD,2.8,4.1,5.2,3.0
2025-12-03,STLD,5.8,4.1,5.2,3.0
2025-12-04,STLD,4.2,4.1,5.2,3.0
2025-12-05,STLD,4.3,4.1,5.2,3.0
2025-12-01,STNG,2.7,1.7,2.4,1.0
2025-12-02,STNG,2.2,1.7,2.4,1.0
2025-12-03,STNG,1.1,1.7,2.4,1.0
2025-12-04,STNG,1.2,1.7,2.4,1.0
2025-12-05,STNG,1.2,1.7,2.4,1.0
2025-12-01,STT,1.6,2.1,2.6,1.6
